,index,adventure,software training,photo editing,indie,education,action,animation &amp; modeling,early access,free to play,audio production,massively multiplayer,design &amp; illustration,utilities,sports,racing,rpg,accounting,simulation,casual,strategy,video production,game
23112,111425,0,0,0,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,dashing rogue bundle
23113,111426,0,0,0,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,new player bundle
23114,111427,0,0,0,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,epic hero bundle
23115,111428,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,eclipse --- defending the motherland
23116,111429,0,0,0,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,premium bundle
23117,111430,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,lightwalk
23118,111431,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,mimic arena
23119,111432,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,leveron space
23120,111433,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,catlateral damage vr
23121,111434,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,fantasy grounds - 5e: to worlds unknown
23122,111435,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,rogue system
23123,111436,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,tastee: lethal tactics - blackout skin pack
23124,111437,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,disney movies vr
23125,111438,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,gnomes garden 2
23126,111439,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,fantasy grounds - savage worlds - rippers resurrected: game master's handbook
23127,111440,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,fantasy grounds - savage worlds - rippers resurrected: player's guide
23128,111441,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1979 revolution: black friday original soundtrack
23129,111442,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,portal stories: vr
23130,111443,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3d sprite renderer
23131,111444,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,dolphin defense
23132,111445,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,dolphin defense - soundtrack
23133,111446,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,paradox paradigm
23134,111447,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,demetrios - the big cynical adventure
23135,111448,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,overfall soundtrack
23136,111449,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,zipple world 2: the sweet chaos
23137,111450,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,tom clancy's rainbow six® siege – ops icon charm bundle
23138,111451,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,1,0,0,0,mx vs. atv supercross encore - 2015 kawasaki kx450f mx
23139,111452,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,1,0,0,0,mx vs. atv supercross encore - 2015 kawasaki kx250f mx
23140,111453,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,1,0,0,0,mx vs. atv supercross encore - kawasaki kfx450 atv
23141,111454,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,1,0,0,0,mx vs. atv supercross encore - 2015 yamaha yz125 mx
23142,111455,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,1,0,0,0,mx vs. atv supercross encore - 2015 yamaha yz250f mx
23143,111456,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,1,0,0,0,mx vs. atv supercross encore - 2015 yamaha yz450f mx
23144,111457,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,the song of seven : overture
23145,111458,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,1,0,0,0,mx vs. atv supercross encore - yamaha yfz450 atv
23146,111459,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,skyhook
23147,111460,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,soft body
23148,111461,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,rocksmith® 2014 – queensrÿche - “jet city woman”
23149,111462,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,rocksmith® 2014 – queensrÿche song pack
23150,111463,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,rocksmith® 2014 – queensrÿche - “eyes of a stranger”
23151,111464,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,gods of egypt
23152,111465,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,safe
23153,111466,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,rocksmith® 2014 – queensrÿche - “i don’t believe in love”
23154,111467,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,sling blade
23155,111468,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,scream 2
23156,111469,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,source code
23157,111470,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,tales from the crypt: ritual
23158,111471,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,supercop
23159,111472,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,trainspotting - collector's edition
23160,111473,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,the way of the gun
23161,111474,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,the cold light of day
23162,111475,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,the punisher
23163,111476,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,the perks of being a wallflower
23164,111477,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,after dark horrorfest 4: zombies of mass destruction
23165,111478,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,refrain - prism memories -
23166,111479,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,red 2
23167,111480,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,refrain - prism memories - original soundtrack
23168,111481,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,game character hub: ds generator parts
23169,111482,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,doom
23170,111483,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,she wants me dead - track dlc
23171,111484,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,murasaki
23172,111485,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,murasaki - original soundtrack
23173,111486,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,innoquous 5
23174,111487,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,1,1,0,0,trawl
23175,111488,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,project g
23176,111489,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,moonstone tavern - a fantasy tavern sim!
23177,111490,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,ace of words
23178,111491,0,0,0,1,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,1,0,астролорды: покоритель облака
23179,111492,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,who's your daddy
23180,111493,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,an american werewolf in london
23181,111494,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,the mechanical bride
23182,111495,1,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,dyna bomb
23183,111496,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,blueprint tycoon
23184,111497,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,she wants me dead
23185,111498,1,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,tidal affair: before the storm demo
23186,111499,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,ad exitum
23187,111500,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,after dark: children of sorrow
23188,111501,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,after dark: frontier(s)
23189,111502,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,alex cross
23190,111503,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,after dark: seconds apart
23191,111504,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,the bank job
23192,111505,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,after dark: the reeds
23193,111506,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,after dark horrorfest 4: the final
23194,111507,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,american heist
23195,111508,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,blair witch 2: book of shadows
23196,111509,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,mini golf mundo
23197,111510,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,'n verlore verstand soundtrack
23198,111511,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,tastee: lethal tactics
23199,111512,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,counterpunch
23200,111513,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,fantasy grounds - the sinking: complete serial - pfrpg
23201,111514,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,gravity compass
23202,111515,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,my secret pets!
23203,111516,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,bizarre earthquake
23204,111517,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,catyph: the kunci experiment
23205,111518,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,meld
23206,111519,0,0,0,1,0,0,0,1,1,0,1,0,0,0,0,1,0,0,0,0,0,fantasy tales online
23207,111520,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,fantasy grounds - 5e: champion's rest
23208,111521,0,0,0,1,0,0,0,0,1,0,1,0,0,0,0,1,0,0,0,0,0,fantasy tales online - frontier pack
23209,111522,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,super blue fighter
23210,111523,0,0,0,1,0,0,0,0,1,0,1,0,0,0,0,1,0,0,0,0,0,ryzom
23211,111524,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,malus code
23212,111525,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,wars of napoleon
23213,111526,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,1,0,0,0,1,0,forge of gods (rpg)
23214,111527,1,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,scrap garden
23215,111528,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,1,0,0,0,project cars - pagani nürburgring combined track expansion
23216,111529,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,theory test uk 2016/17 - driving test success
23217,111530,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,geo master
23218,111531,1,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,ecotone
23219,111532,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,tron run/r cycle extender bundle
23220,111533,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,yon paradox
23221,111534,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,insane decay of mind: the labyrinth
23222,111535,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,dead effect 2
23223,111536,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,1,0,immortal empire - master pack
23224,111537,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,spunk and moxie
23225,111538,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,istrolid
23226,111539,0,1,1,0,1,0,1,0,0,0,0,1,1,0,0,0,0,0,0,0,1,pd howler 10
23227,111540,0,0,0,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,unfortunate spacemen
23228,111541,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,rogue port - red nightmare
23229,111542,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,stellaris
23230,111543,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,elements soundtrack
23231,111544,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,army of tentacles: new game+ benefits
23232,111545,1,0,0,0,0,0,0,0,1,0,1,0,0,0,0,1,0,0,0,0,0,atulos online - reaper & orc
23233,111546,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,run turn die
23234,111547,0,0,0,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,shaolin vs wutang
23235,111548,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,naruto shippuden: ultimate ninja storm 4 - the sound four characters pack
23236,111549,0,0,0,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,dr. spacezoo
23237,111550,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,car mechanic simulator 2015 - performance dlc
23238,111551,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,virtuanimator
23239,111552,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,comipo!: kids dressy
23240,111553,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,comipo!: kids sporty
23241,111554,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,save halloween: city of witches
23242,111555,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,orc assault
23243,111556,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,alien blitz
23244,111557,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,p-3 biotic
23245,111558,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,sea dogs: to each his own - the final lesson
23246,111559,1,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,mystery castle
23247,111560,1,0,0,1,0,1,0,0,0,0,0,0,0,0,0,1,0,0,1,1,0,girlfriend rescue - super savefiles
23248,111561,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,fantasy grounds - wild thing - pfrpg
23249,111562,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,1,1,1,0,tabletop simulator - mr. game!
23250,111563,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,sinful eden
23251,111564,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,star saviors
23252,111565,1,0,0,1,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,saviors remastered soundtrack
23253,111566,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,magic quest
23254,111567,0,0,0,1,0,1,0,0,1,0,1,0,0,0,0,0,0,0,1,0,0,battlestick
23255,111568,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,blood bowl 2 - norse
23256,111569,1,0,0,1,0,1,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,flesh eaters
23257,111570,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,worm.is: the game
23258,111571,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,secrets of deep earth shrine
23259,111572,0,1,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,cyberlink colordirector 4
23260,111573,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,a land fit for heroes
23261,111574,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,omega agent
23262,111575,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,"imhotep, pyramid builder"
23263,111576,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,kinacoustic
23264,111577,0,0,0,1,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,void 21 official sound track
23265,111578,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,fsx: steam edition - 737 extreme sound add-on
23266,111579,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,safety driving simulator: car
23267,111580,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,liveza: death of the earth
23268,111581,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,safety driving simulator: motorbike
23269,111582,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,fsx: steam edition - rex soft clouds add-on
23270,111583,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,1,0,immortal empire - mercenary pack
23271,111584,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,euro truck simulator 2 - slovak paint jobs pack
23272,111585,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,lavapools
23273,111586,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,euro truck simulator 2 - italian paint jobs pack
23274,111587,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,blue rider - original soundtrack
23275,111588,0,1,0,0,1,0,1,0,0,0,0,1,1,0,0,0,0,0,0,0,0,leadwerks game engine - mercenary action figure
23276,111589,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,escape this
23277,111590,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,cyber city 2157: the visual novel
23278,111591,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,i and me
23279,111592,0,0,0,1,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,earn to die 2
23280,111593,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,1,0,0,0,mxgp2 - agueda and bastogne tracks
23281,111594,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,the beggar's ride
23282,111595,1,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,castle heist: chapter 1
23283,111596,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,talisman - the nether realm expansion
23284,111597,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,mind unleashed
23285,111598,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,midvinter
23286,111599,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,origin of destiny - donation #1
23287,111600,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,the renegades of orion 2.0 - apocalypse dlc #2
23288,111601,1,0,0,1,0,1,0,0,0,0,0,0,0,0,0,1,0,1,1,1,0,hack_it
23289,111602,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,color chaos
23290,111603,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,gun rocket
23291,111604,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,deer man soundtrack
23292,111605,1,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,gun rocket - soundtrack
23293,111606,1,0,0,0,0,1,0,0,1,0,1,0,0,0,0,1,0,0,1,0,0,trove - soundtrack vol. 1
23294,111607,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,vintage vr
23295,111608,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,mop operation cleanup
23296,111609,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,bug n out
23297,111610,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,1,0,aurora dusk: steam age
23298,111611,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,1,1,0,0,pro gamer manager
23299,111612,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,deathsmiles manabu namiki selection premium arrange album
23300,111613,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,deathsmiles arrange album
23301,111614,1,0,0,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,logic missile
23302,111615,1,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,so long earth
23303,111616,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,cars
23304,111617,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,demo pack 12gb
23305,111618,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,chill the piro
23306,111619,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,presenz
23307,111620,0,0,0,1,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,1,0,астролорды: искусный воин
23308,111621,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,demo pack 1
23309,111622,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,1,0,hex: primal dawn bundle
23310,111623,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,qubicle voxel editor
23311,111624,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,city z
23312,111625,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,decisive campaigns: barbarossa
23313,111626,0,0,0,1,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,flag n frag
23314,111627,0,0,0,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,vengeance
23315,111628,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,abrix the robot
23316,111629,0,0,0,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,initia: elemental arena
23317,111630,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,guardians of victoria
23318,111631,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,vertigo
23319,111632,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,selenon rising
23320,111633,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,ego protocol demo
23321,111634,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,classic fun collection 5 in 1
23322,111635,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,stealth labyrinth
23323,111636,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,is defense editor
23324,111637,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,paintlab
23325,111638,1,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,bibou
23326,111639,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,1,0,starship corporation
23327,111640,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,worlds adrift island creator
23328,111641,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0,skyreach
23329,111642,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,1,1,0,侠客风云传(tale of wuxia)
23330,111643,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,bigscreen beta
23331,111644,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,new yankee in king arthur's court
23332,111645,1,0,0,1,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,neon chrome
23333,111646,1,0,0,1,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,neon chrome original soundtrack
23334,111647,1,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,left alone
23335,111648,1,0,0,1,0,1,0,1,0,0,0,0,0,0,0,1,0,1,0,1,0,niffelheim
23336,111649,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,maze: subject 360 collector's edition
23337,111650,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,grave mania: undead fever
23338,111651,1,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,izeriya
23339,111652,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,hyperdevotion noire: ultimate sango set
23340,111653,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,hyperdevotion noire: ultimate event full unlock
23341,111654,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,hyperdevotion noire: ultimate little rain set
23342,111655,1,0,0,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,maui
23343,111656,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,hyperdevotion noire: ultimate party member “tiara”
23344,111657,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,hyperdevotion noire: ultimate member “compa”
23345,111658,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,hyperdevotion noire: ultimate member “sting”
23346,111659,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,hyperdevotion noire: ultimate member “if”
23347,111660,0,0,0,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,30 impossible levels
